Name,depart_time,price,depart_time_hour,depart_time_minute
에어부산,07:30,76611,7,30
아시아나항공,07:30,151017,7,30
에어부산,08:30,66780,8,30
아시아나항공,08:30,151017,8,30
에어부산,09:30,76611,9,30
아시아나항공,09:30,151017,9,30
에어부산,10:30,57119,10,30
아시아나항공,10:30,151017,10,30
에어부산,11:30,57119,11,30
아시아나항공,11:30,151017,11,30
에어부산,12:30,53899,12,30
아시아나항공,12:30,151017,12,30
에어부산,14:30,53899,14,30
아시아나항공,14:30,151017,14,30
제주항공,15:25,128306,15,25
제주항공,15:25,132882,15,25
에어부산,15:30,50509,15,30
아시아나항공,15:30,151017,15,30
제주항공,16:05,96611,16,5
에어부산,16:30,47458,16,30
아시아나항공,16:30,151017,16,30
에어부산,17:30,47458,17,30
아시아나항공,17:30,151017,17,30
에어부산,18:30,50509,18,30
아시아나항공,18:30,151017,18,30
에어부산,19:30,50509,19,30
아시아나항공,19:30,151017,19,30
제주항공,19:50,52034,19,50
에어부산,20:30,57119,20,30
아시아나항공,20:30,151017,20,30
