Name,depart_time,price,depart_time_hour,depart_time_minute
에어부산,07:00,77967,7,0
아시아나항공,07:00,151017,7,0
제주항공,07:15,84577,7,15
제주항공,08:20,153051,8,20
제주항공,08:20,193729,8,20
에어부산,09:00,77967,9,0
아시아나항공,09:00,151017,9,0
에어부산,10:00,64916,10,0
아시아나항공,10:00,151017,10,0
에어부산,11:00,60339,11,0
아시아나항공,11:00,151017,11,0
이스타항공,12:30,177119,12,30
에어부산,13:00,58306,13,0
아시아나항공,13:00,151017,13,0
제주항공,13:15,91356,13,15
제주항공,13:15,118306,13,15
제주항공,13:15,128475,13,15
에어부산,14:00,58306,14,0
아시아나항공,14:00,151017,14,0
에어부산,15:00,58306,15,0
아시아나항공,15:00,151017,15,0
에어부산,16:00,54916,16,0
에어부산,17:00,54916,17,0
제주항공,17:00,123051,17,0
제주항공,17:00,148475,17,0
아시아나항공,17:00,151017,17,0
에어부산,18:00,54916,18,0
아시아나항공,18:00,151017,18,0
에어부산,19:00,54916,19,0
아시아나항공,19:00,151017,19,0
에어부산,20:00,54916,20,0
아시아나항공,20:00,151017,20,0
에어부산,21:00,58306,21,0
아시아나항공,21:00,151017,21,0
