Name,depart_time,price,depart_time_hour,depart_time_minute
제주항공,08:00,67289,8,0
에어부산,08:30,78984,8,30
에어부산,08:40,78984,8,40
아시아나항공,08:40,101187,8,40
제주항공,08:45,50339,8,45
대한항공,09:00,94746,9,0
에어부산,09:10,55424,9,10
아시아나항공,09:10,101187,9,10
에어부산,09:15,64238,9,15
아시아나항공,09:15,101187,9,15
이스타항공,10:05,64577,10,5
제주항공,10:45,54577,10,45
대한항공,12:00,94746,12,0
제주항공,12:55,54577,12,55
에어부산,13:25,62712,13,25
아시아나항공,13:25,101187,13,25
에어부산,13:30,78984,13,30
제주항공,14:05,67289,14,5
에어부산,14:55,73729,14,55
아시아나항공,14:55,101187,14,55
제주항공,15:30,86272,15,30
에어부산,16:30,82373,16,30
에어부산,16:45,85424,16,45
아시아나항공,16:45,101187,16,45
제주항공,17:50,86272,17,50
대한항공,18:00,94746,18,0
에어부산,18:05,71526,18,5
제주항공,18:30,87289,18,30
에어부산,18:35,75255,18,35
아시아나항공,18:35,101187,18,35
에어부산,18:40,86272,18,40
아시아나항공,18:40,101187,18,40
에어부산,19:05,86272,19,5
에어부산,19:35,78984,19,35
아시아나항공,19:35,101187,19,35
에어부산,19:55,86272,19,55
대한항공,21:05,94746,21,5
